start,end,N,SS,FulD,FerL,TajD,bsfs,FayH,ZngE,btree,Colless,path,iColless,ibtree
0,10001.0,250,34,-0.2863857792890647,-1.4008140161249298,3.1435997206257786,3.0689096613240467,0.04304260517415033,2.470708062869892,-0.6939960568040016,0.04294192900634797,5030022,0.036970462495141854,-0.17218826948940885
0,10001.0,250,37,-0.493300465438926,-1.9650911723684588,3.9721248353459333,3.435808601500346,0.024723178391868952,3.2872165056731566,-1.1918262829882305,0.047593600207280734,5030023,0.051561083041844785,-1.5564472582251532
0,10001.0,250,27,0.3516014154195584,0.11469829529187475,1.093031221207197,0.7213006420729347,0.11304282975255453,0.3697677373051313,0.4052670114264956,0.02921113735338376,5030024,0.04459774582199767,-0.6366244511676662
0,10001.0,250,36,0.9965491512867022,-0.8248182621893122,1.906033358941688,2.806403646507748,0.030080490004519164,1.48112176508007,0.44597466321594464,0.029966640756574688,5030025,0.041618085244202616,-0.5073821863980066
0,10001.0,250,36,1.4713193103377795,0.36519999394946345,0.7279779644461456,0.6392510021665289,0.11721105874423884,0.0190809503942967,0.5132077645339739,0.02926096445334688,5030026,0.04297836507319601,-0.3486174908969914
0,10001.0,250,21,-1.095664672561541,-0.5964658222731356,1.0361934234185215,0.7108479159515749,-0.010007286057362706,0.9082036052863676,-0.35646206710631523,0.039804378805544764,5030027,0.03601502785334888,0.10150756892449447
0,10001.0,250,17,2.911643647938549,0.3543143212371744,-0.3642168053691981,-0.22454123039463555,0.03048415385073011,-0.4323740263346733,0.06445348259858172,0.035440147687524286,5030028,0.030476745692447207,0.5480778735952441
0,10001.0,250,31,-0.5865231928961377,-0.8829634438568466,1.8980353024310108,1.9066535808192144,0.01977152256952557,1.5169869306716504,-0.4135545395506263,0.0437556678326208,5030029,0.03403938333981086,-0.004538071420758901
0,10001.0,250,37,-1.4197712153334627,-0.8189541128891846,2.0367013934538,1.207688773864784,0.041867275985114284,1.5338972613234785,0.14639423400405113,0.034266096644643085,5030030,0.04769076305220883,-0.6942024018689187
0,10001.0,250,32,0.39797361297889744,0.022061323565778126,1.7777872008224225,1.0769698287695508,0.15327384330866248,0.7406863965121654,0.3280531489048443,0.030716414043269857,5030031,0.03967482834564063,-0.409720797518306
0,10001.0,250,30,-1.6288092121866482,-1.9998173294629664,3.8276859982304887,3.5301317807780315,0.004426003301098653,3.2317325911481345,-0.8451901166440556,0.03860927581292913,5030032,0.043917605907500976,-0.4148822130492785
0,10001.0,250,42,-0.7784724774473061,-0.4184608165192629,1.8192866990209635,1.3522457398664829,0.08502042199706084,1.1238491255666159,-0.5571955128801264,0.04246016323357947,5030033,0.03609599689078896,0.0068140664824428996
0,10001.0,250,32,-0.6567095383381393,-1.230751821216961,2.5924769892735022,3.109848265943142,0.023266564033630067,2.0940743303410545,-0.03363169986007584,0.0373105324523902,5030034,0.045115947661614204,-0.6342326270124838
0,10001.0,250,49,-0.7290367633705622,-1.1480792457233726,2.466962237827495,3.520422511495356,0.027814892347717484,1.999700513258376,0.011861813914046756,0.033537375307682346,5030035,0.0584920326467159,-1.7073404077554044
0,10001.0,250,35,-0.8457761464846308,-1.643817513337794,3.2762686529681555,3.674657130478176,0.01629704630765359,2.7251556732278366,-0.4464406187762675,0.04496696463272445,5030036,0.0392537893509522,-0.23190057246283696
0,10001.0,250,60,-0.5457847914978805,-1.9683639271655344,3.7553662894048543,4.428527492519229,0.011480918206381224,3.237715548684123,-0.0680434384669391,0.034179729671373664,5030037,0.03442803471952325,0.1279076744597909
0,10001.0,250,40,0.1914303397105596,-0.08402112991158088,1.68988639907278,0.920291537070441,0.12583538414858614,0.7970343890038698,0.5523376385554132,0.030635984799412708,5030038,0.03815261044176707,-0.2788952681023427
0,10001.0,250,34,-0.2863857792890649,-0.3100460564762313,2.164461581765229,1.3179561876425203,0.13232232095822735,1.1754750690936624,-0.7489563628972337,0.04142915749017576,5030039,0.040047285917865015,-0.3335751302649857
0,10001.0,250,39,-0.17350190195313386,-1.6369576398107064,3.3136889550574713,3.7295429225901127,0.021458609470914467,2.744745694707554,-0.5064256810598395,0.03939953361834435,5030040,0.04378805544759684,-0.7319340474495122
0,10001.0,250,31,0.4982199799958675,0.007559589747148538,0.2831707350695988,0.27128375981104297,0.02516107569465126,0.11451691735847586,-0.4529901328824165,0.03869510299261562,5030041,0.03556160124368442,-0.4689339831224322
0,10001.0,250,32,0.39797361297889794,-0.5656216060829269,1.836561431375335,1.6038660308466404,0.06504360674137766,1.2375911786255758,0.1696486857809154,0.032571144794230684,5030042,0.05065422982251587,-1.3686664794340355
0,10001.0,250,45,-0.1459504804091881,-1.7133914338755365,3.318176940337279,4.0929753233285835,0.011504640859835493,2.8195190670592445,-0.4747987874344477,0.042353284104158576,5030043,0.03497862417411582,-0.345225649488749
0,10001.0,250,37,-0.9565358403861944,-1.869695194050612,3.703961783593329,3.527999043806999,0.017287006138863126,3.0952472453429003,-0.14311572429454214,0.03593174541483908,5030044,0.036112190698276966,-0.10432296723462328
0,10001.0,250,27,-0.2606668370847595,-0.5602685525367069,1.5380543433406968,1.391030540232585,0.040933746492220466,1.0989539973972378,-0.9052327457284314,0.05008744656043529,5030045,0.04070043615321501,-0.43983515272309415
0,10001.0,250,25,-0.06408293727392297,-0.9868639331771456,1.4872073158580532,1.1464061210894445,-0.034334936319505814,1.4161150438932353,0.3309522745508873,0.02982899339292655,5030046,0.03601502785334888,-0.09994297319645028
0,10001.0,250,25,2.5540308573407664,0.4628830744761048,-0.7338364010866395,-0.5304685260559028,0.012939823157607696,-0.6794715024548358,-0.5081262856186858,0.04199054281642701,5030047,0.0381849980567431,0.026794221037306196
0,10001.0,250,33,-1.2362480586115814,-2.4812694116326783,4.734505699259696,4.017865193435868,0.006004404156085373,4.0157630637474515,-0.5115942323983514,0.039161253308163516,5030048,0.039545277885736495,-0.3025602965795438
0,10001.0,250,19,-1.7472058444088665,-0.6123671319504274,1.5994885538425203,0.9566233899004044,0.0379391737739493,1.1504501322333949,0.3885173397122782,0.028242000259100918,5030049,0.039059463661095986,-0.21521353638658494
