start,end,N,SS,FayH,ZngE,FulD,FerL,bsfs,TajD,btree,Colless,path,iColless,ibtree
0,10001.0,250,60,0.214351796831332,1.6372830984918783,-2.330389705934833,-0.2766828869381514,1.4773592131245223,3.217242209395355,0.8686927273746288,0.024783722704437818,5110025,0.04106749578961005,-0.3627291999236323
0,10001.0,250,83,0.12487713031024625,2.2702114614795263,-1.4475702219314832,-0.9615983393120949,1.2360475449909163,3.3591235140080493,-0.21589662445526406,0.035615580601977816,5110026,0.0505616937797272,-1.2449814633773433
0,10001.0,250,61,0.120078899622694,1.6300255738209224,-2.0498584415152328,-0.5962309587826647,1.2532135685910333,2.6128425971229703,0.6173590992166472,0.027974262641965716,5110027,0.0573196009845835,-1.690715451772272
0,10001.0,250,47,0.020391415527815586,2.8366073976794364,-0.6352593633139793,-1.6935479143124186,3.929077828946815,3.3865904403848464,0.13511574429523115,0.03182545851609202,5110028,0.043107915533100144,-0.834238372757981
0,10001.0,250,59,0.1328642608393052,2.0136073506465118,-2.0155216929643367,-0.7918603084838705,2.13172401560131,3.1306812896429377,0.07050695662687574,0.035202638511033384,5110029,0.028549682601373236,0.6716392956112414
0,10001.0,250,70,0.2046599504512251,1.6044204126502553,-0.379508629744681,-0.27760342099091034,1.3970122811780346,3.1222610895229215,-0.2646782587085081,0.0386708122813836,5110030,0.04178002331908279,-0.4729164142532117
0,10001.0,250,62,0.1406906375672257,1.6352202778929417,-2.0662543095709927,-0.5273511389545336,1.272588258965928,2.7490923660842226,-0.04413445181428344,0.036698766391731814,5110031,0.04145614716932245,-0.5673838480698312
0,10001.0,250,51,0.18554670733144693,1.92395287127814,-1.5076720617645416,-0.5669259749838684,1.3584373588022691,3.3606860902993483,0.4670529151505686,0.02876972786782805,5110032,0.040419743490089394,-0.5778042456618399
0,10001.0,250,75,0.1984855029669286,1.8281034182511704,-1.0357922522235596,-0.4329273053752538,1.3967922787514415,3.336432759666246,-0.3020644678840744,0.038194963476735726,5110033,0.03691108520101913,-0.36104471370458496
0,10001.0,250,88,0.19346266756541375,1.3390444494947382,-0.9172626160136296,-0.13773008116589333,1.4625289869129183,2.7562385476274534,0.614037519147928,0.02895452778857365,5110034,0.060487109729239534,-1.8676211101953055
0,10001.0,250,55,0.19207010094618407,1.0179465605778475,-0.6499569649883469,0.02380231127784491,1.3167134442955364,2.3677455495034434,0.4275643217546464,0.03288062644844611,5110035,0.04524549812151833,-0.7848817934741666
0,10001.0,250,82,0.21782125071762387,1.0076919191913225,-0.7628873683952677,0.14970002271936236,1.3439055069811172,2.5390753290958377,0.05789178593572261,0.03632378978278706,5110036,0.042956773329878656,-0.6406689502343262
0,10001.0,250,62,0.11258351915610756,1.5046849749724118,-1.4893146806158997,-0.5436198899210293,1.4343760108084154,2.4227067279592016,0.15746150233946538,0.03326612903225806,5110037,0.05395776655007125,-1.1766737401295926
0,10001.0,250,54,0.16747974500420468,1.6963212006261272,-1.5914089407117975,-0.482383351777805,1.3454777587695887,2.9876374945960285,0.10746404608132656,0.032100753243388305,5110038,0.04832771948007083,-1.0495498432022246
0,10001.0,250,66,0.11077022596419284,1.4241980129467364,-1.3109787631330363,-0.4971874043061539,2.8289501342098435,2.3191054137205933,0.04073609988063902,0.0364007349044271,5110039,0.0369137841689338,-0.1592219257095615
0,10001.0,250,61,0.18850127211943912,1.8794017225211224,-2.3427416725854724,-0.5146472871754204,1.8935527409289123,3.329340841729595,-0.17636459252747896,0.038053288422507235,5110040,0.04243240242074287,-0.8447274144357662
0,10001.0,250,74,0.1801133835739868,1.6565604235491889,-1.2532650937625138,-0.3922584456448843,1.4581418380958704,3.02486461249532,-0.11484743512286985,0.03534077659612055,5110041,0.05386060370514315,-1.3248982678431311
0,10001.0,250,72,0.05841010230038456,1.9225593381187187,-2.2066993484189377,-0.9860859696865504,1.2642182127251722,2.546016943139478,-0.01102087421135778,0.034354005885292326,5110042,0.05148011400440472,-0.9238371787393114
0,10001.0,250,74,0.10606366962262773,1.6695995615922978,-1.7418860606699933,-0.6609689637403816,1.3766975580393062,2.5646974769941013,0.6632297618265536,0.029046292697672414,5110043,0.04508356004663816,-0.7793374486162561
0,10001.0,250,84,0.0777144284189409,2.341528466420617,-1.0333549355823883,-1.1730772570583192,1.3224776141219752,3.1341321369606727,0.26006391449553906,0.0318786667406955,5110044,0.033385153517294985,0.11380635179107625
0,10001.0,250,51,0.1589005956922498,1.1999360967280732,0.9130520657034844,-0.20758105081940872,1.2058602340067668,2.3653421042558684,-0.12753735568308322,0.03738970217788717,5110045,0.04720494882756834,-0.9582270001911148
0,10001.0,250,85,0.16608500806357487,0.6951319270430165,-0.8426624617688638,0.16131174638768842,1.702787372960434,1.8549296689488683,0.14629696239504228,0.03358132992800696,5110046,0.04237379626031006,-0.4595204491982356
0,10001.0,250,69,0.2480140150456547,1.7049258136778256,-1.9076149048827609,-0.18937527911333216,1.4209563646875314,3.5124411217965505,0.6124453918065366,0.026687394740251332,5110047,0.04574750615364684,-0.8812060677333228
0,10001.0,250,90,0.1249799892695009,1.6816453897443389,-0.35560824160210985,-0.5935396977191326,1.33539713814157,2.696858420580852,-0.5744319161983952,0.04298646197694001,5110048,0.05114004404715637,-1.4558388991524644
0,10001.0,250,48,0.12304606258194395,1.9846669648634436,-1.7800206188830563,-0.8196302850896718,2.4384242123680107,3.0423296889036986,0.22407034525707084,0.030236151981196675,5110049,0.049704193116552234,-1.071090179472612
