start,end,N,SS,bsfs,FulD,ZngE,TajD,FerL,FayH,btree,Colless,path,iColless,ibtree
0,10001.0,250,106,1.106538383124617,-0.9327529447566322,0.9908985302102132,1.825696133299936,-0.2144425260474165,0.11002114948012856,0.2800262958529307,0.03241010637532208,5100018,0.0565552532711491,-1.3931812699470807
0,10001.0,250,57,1.3589813122405818,-0.10708012700926102,1.6802327510920128,2.3287158774983925,-0.8172473563228825,0.06568934485748944,-0.07111471613253828,0.037983475119114464,5100019,0.05496718055015762,-1.6734173613949297
0,10001.0,250,55,1.1469848463621648,-0.9724529589850468,0.4880772121309191,1.7758760341597157,0.3596278282112467,0.19413650666564086,0.17526440155965542,0.033231165129727125,5100020,0.03414464308848296,0.07169129436385473
0,10001.0,250,73,1.1000979337287982,-0.2390249714378275,0.5575333940898913,1.8400109377965896,0.3186502229621139,0.18890532235085566,0.38451047465063065,0.02980200371377985,5100021,0.03815261044176706,-0.2757020227349363
0,10001.0,250,77,1.917279474124969,-0.1462569403407626,0.7899403462883935,1.7991349639058176,0.010047964409471906,0.14135027092575714,0.1743449833331635,0.03470332944681954,5100022,0.047067301463920186,-0.8531466268375678
0,10001.0,250,73,1.9560598286319304,-0.2390249714378275,1.061826659695466,2.1787994158584194,-0.1203258169078455,0.15290362094066307,0.4521539797511874,0.028627707310179138,5100023,0.03990154165047286,-0.4699782234447483
0,10001.0,250,76,1.4994973824444562,-2.014901002932924,1.3159464939361576,2.6301933454511834,-0.185531007813567,0.17843454347972304,0.267719814099422,0.030641082849918195,5100024,0.048268342185948096,-0.8429323306481725
0,10001.0,250,102,1.1837338261012624,-1.3898847189283114,0.23215496864601576,1.4142995539845071,0.4955136423993694,0.17695330090751846,0.03838842764289403,0.03414277457223435,5100025,0.045914842164356345,-0.6252179124007616
0,10001.0,250,77,1.2402158505546523,-1.0874914669034843,1.5427969389472818,2.7984311865649394,-0.3734504661281712,0.16478752362172824,0.10066152502751716,0.03368423638938401,5100026,0.0465321697346571,-0.8618602679470577
0,10001.0,250,79,1.4281280328374082,-2.744387601927163,1.7620864644132488,2.927440719458835,-0.5727708414557503,0.14644154563154976,0.8574695505286332,0.025309841516604054,5100027,0.040055382821609024,-0.2500000332389837
0,10001.0,250,83,0.8636683569577498,-1.4475702219314832,0.206128267394565,0.9614765945899274,0.2741508683842991,0.11300619139727915,0.2939609753739287,0.03363129939111284,5100028,0.048999222697240566,-0.8978367969353485
0,10001.0,250,95,1.2814964800000257,-1.4592746223732804,1.1994317806053232,1.901311404227216,-0.4338511247639275,0.08580352116195727,0.28290598777549497,0.03532930386730459,5100029,0.042250596313146316,-0.3741381149433438
0,10001.0,250,83,1.5867921299389562,-1.6667313073792045,1.2385612340225756,2.4707764983532563,-0.17325812241184316,0.16695647908606606,0.06418935610775797,0.03437880554475969,5100030,0.0392363498659651,-0.4545539745949218
0,10001.0,250,75,1.4191852934755746,-2.000728939642737,1.0561116896060008,2.5419062163939405,0.08724029449981689,0.2103942467326542,0.5042206655221306,0.029896712951512795,5100031,0.03852101956211945,-0.19325836739007488
0,10001.0,250,94,1.2198169488717825,-1.052831712581083,0.7100251423549239,1.8067654814117176,0.1192762682913696,0.15558699541268525,0.39517532473294575,0.03203829141450595,5100032,0.04506113785165476,-0.7257650782813422
0,10001.0,250,92,1.2579482717002095,-1.2082265414908309,0.4470925442152,1.7204492594682093,0.3964475157810202,0.18778027063085811,0.046718218479068485,0.033299094997501534,5100033,0.042830821493860735,-0.4200225835399252
0,10001.0,250,70,1.0421811767785,0.13537965793308127,0.7093879419871572,1.3558840891209194,-0.13622615208860553,0.08663817956349404,-0.2032410378337804,0.037354697381902974,5100034,0.03914043269853608,-0.2332197111966663
0,10001.0,250,94,1.059732887740762,-0.6634802630363544,0.24801614517906154,1.2580457598284394,0.3879618000863316,0.15079514380748058,-0.11268157324876188,0.03753135709995407,5100035,0.05381607073455112,-1.217283133629553
0,10001.0,250,97,0.9030834054320652,-0.5478461922394231,0.4954756626857652,1.4592738942532932,0.19355206034400407,0.13896314508484486,0.5403404192891619,0.028998346326482394,5100036,0.03949669646327245,-0.11533361788122574
0,10001.0,250,114,0.9229923648380486,-1.7292441760609616,0.7644775456808897,1.5662689584046272,-0.07643542986481093,0.10890453672043422,0.21654538851391225,0.0330608146873207,5100037,0.03788173220742207,-0.1340555871900973
0,10001.0,250,73,0.6541284251096976,-0.23902497143782744,0.7916381212296519,1.4484216739562386,-0.18624702926642125,0.08653362697125573,0.11638714585956217,0.03481924301620743,5100038,0.046628911961208885,-0.8534788361630256
0,10001.0,250,85,0.9388340659671712,-0.8426624617688637,-0.056890324544980414,0.8786030290203344,0.5545099693168845,0.1457731424783235,0.0719779372880456,0.036321630608455314,5100039,0.04509103411163263,-0.5256620028097871
0,10001.0,250,84,1.3223910813895374,-0.5999886320797153,1.1229690912346164,1.9737964699726465,-0.3033380830021778,0.1101189639676456,0.5251655858923064,0.030311863288932837,5100040,0.05237293259057737,-1.041400950388479
0,10001.0,250,94,0.9618901721557968,-1.4421831621258119,0.5299672552380471,1.5369652544629395,0.19308619115709635,0.14511227722508324,0.17801659980769746,0.0339079277260846,5100041,0.04214126979381547,-0.4868349994785156
0,10001.0,250,86,1.2637279223587896,-1.5037543848650905,1.2045270440895386,2.3859815803847035,-0.17632265556906726,0.15966687039212718,0.6072076601331738,0.029538704399437662,5100042,0.04076675365054689,-0.22843806479279574
0,10001.0,250,70,1.3292239299951871,-0.8943969174224436,1.1719889942399946,2.0596061054361656,-0.3239436221297489,0.11489454344240572,0.5636719223082568,0.028592866088007943,5100043,0.04553698665630263,-0.5467332715234982
0,10001.0,250,90,1.0945585782430474,-1.167283631849967,0.6666873271245968,1.831495103917804,0.18532200803442853,0.16708831014022926,0.9745833458830612,0.025971782676018983,5100044,0.03280171376751245,0.3159152539457191
0,10001.0,250,74,1.0590603507540268,0.4569082904136623,0.6525467942297973,1.7764360797135117,0.16649142060768668,0.16215296204469348,0.6187219748265766,0.02839060225722625,5100045,0.04615235134084726,-0.8413386078004004
0,10001.0,250,81,1.1955548695567166,-1.8565074643285104,0.09923262751764103,1.1073289064986265,0.4864068824369068,0.15441132507996067,-0.06270586509881497,0.0331209037971572,5100046,0.04527557233542465,-0.7457665460358657
0,10001.0,250,89,1.1303526466697855,-0.12070552540632133,1.3583348918654363,2.373063773920093,-0.3724513451817858,0.13097042471381007,0.3601715858034593,0.029745325387571794,5100047,0.045962652453130484,-1.0529566570158941
0,10001.0,250,71,1.2104576540393501,-1.4322345146311273,0.8620565922701483,1.9877295743209715,0.021320170731544987,0.1584265700332599,0.09131486857931204,0.035803860603705134,5100048,0.04861381007902578,-0.8483643549797627
0,10001.0,250,74,1.2573756347757503,-1.253265093762514,0.8507416924850536,1.8691523987675058,-0.02817777204480758,0.14172748061625914,0.27358897367355944,0.03128797833422785,5100049,0.04303018525715766,-0.5518638223986739
